"source","dat","site","singletons","s0","n0","sim","nparts","real_po","real_r2","best_po_sim","sim_pos_from_best","sim_r2_from_best","sim_r2_from_best_median","ncomparisons","real_po_percentile","real_po_percentile_excl","real_r2_percentile","real_r2_percentile_excl"
"observed","mcdb","1002_jacknife_1",FALSE,2,56,-99,"28",0,1,-99,0.130291005291005,-Inf,0.84,27,3.7037037037037,0,100,96.2962962962963
"observed","mcdb","1002_jacknife_10",FALSE,4,56,-99,"1285",0.303571428571429,0.699395770392749,578,0.133542903714053,-Inf,0.825641025641026,1227,97.6365118174409,96.9030154849226,27.3023634881826,27.2208638956805
"observed","mcdb","1002_jacknife_2",FALSE,4,56,-99,"1285",0.232142857142857,0.790408525754885,437,0.134052884052884,-Inf,0.830927835051546,1221,94.1031941031941,91.6461916461916,41.5233415233415,41.4414414414414
"observed","mcdb","1002_jacknife_3",FALSE,2,56,-99,"28",0,1,-99,0.128306878306878,-Inf,0.802469135802469,27,3.7037037037037,0,100,96.2962962962963
"observed","mcdb","1002_jacknife_4",FALSE,3,56,-99,"261",0.178571428571429,0.841883345045678,90,0.133997252747253,-2.60660943100161,0.812751340482574,260,80.7692307692308,74.2307692307692,58.0769230769231,57.6923076923077
"observed","mcdb","1002_jacknife_5",FALSE,3,56,-99,"261",0.125,0.900085397096499,50,0.133997252747253,-2.60660943100161,0.812751340482574,260,55.7692307692308,45.3846153846154,71.1538461538462,70.7692307692308
"observed","mcdb","1002_jacknife_6",FALSE,3,56,-99,"261",0.160714285714286,0.86271567891973,47,0.133997252747253,-2.60660943100161,0.812751340482574,260,74.2307692307692,65.7692307692308,62.6923076923077,62.3076923076923
"observed","mcdb","1002_jacknife_7",FALSE,3,56,-99,"261",0.214285714285714,0.798272671190623,205,0.133997252747253,-2.60660943100161,0.812751340482574,260,88.8461538461538,85.3846153846154,46.9230769230769,46.5384615384615
"observed","mcdb","1002_jacknife_8",FALSE,2,56,-99,"28",0.107142857142857,0.4375,19,0.12962962962963,-Inf,0.826388888888889,27,44.4444444444444,37.037037037037,33.3333333333333,29.6296296296296
"observed","mcdb","1002_jacknife_9",FALSE,4,56,-99,"1285",0.267857142857143,0.735690235690236,454,0.133972338935574,-Inf,0.825649460188934,1224,95.9967320261438,95.016339869281,32.2712418300654,32.1895424836601
"observed","mcdb","1005_jacknife_1",FALSE,3,37,-99,"114",0.27027027027027,0.72976054732041,29,0.134178426213824,-2.26751936250691,0.81063122923588,113,96.4601769911504,94.6902654867257,38.9380530973451,38.0530973451327
"observed","mcdb","1005_jacknife_10",FALSE,2,37,-99,"18",0.135135135135135,0.881093935790725,1,0.128775834658188,-20.5368883475646,0.820018365472911,17,58.8235294117647,47.0588235294118,64.7058823529412,58.8235294117647
"observed","mcdb","1005_jacknife_2",FALSE,2,37,-99,"18",0.108108108108108,0.912208504801097,10,0.128775834658188,-20.5368883475646,0.820018365472911,17,47.0588235294118,35.2941176470588,70.5882352941177,64.7058823529412
"observed","mcdb","1005_jacknife_3",FALSE,3,37,-99,"114",0.243243243243243,0.762562814070352,38,0.134178426213824,-2.26751936250691,0.81063122923588,113,94.6902654867257,90.2654867256637,42.4778761061947,41.5929203539823
"observed","mcdb","1005_jacknife_4",FALSE,3,37,-99,"114",0.27027027027027,0.72976054732041,74,0.134178426213824,-2.26751936250691,0.81063122923588,113,96.4601769911504,94.6902654867257,38.9380530973451,38.0530973451327
"observed","mcdb","1005_jacknife_5",FALSE,2,37,-99,"18",0.108108108108108,0.912208504801097,6,0.128775834658188,-20.5368883475646,0.820018365472911,17,47.0588235294118,35.2941176470588,70.5882352941177,64.7058823529412
"observed","mcdb","1005_jacknife_6",FALSE,2,37,-99,"18",0.135135135135135,0.881093935790725,18,0.128775834658188,-20.5368883475646,0.820018365472911,17,58.8235294117647,47.0588235294118,64.7058823529412,58.8235294117647
"observed","mcdb","1005_jacknife_7",FALSE,2,37,-99,"18",0.108108108108108,0.912208504801097,5,0.128775834658188,-20.5368883475646,0.820018365472911,17,47.0588235294118,35.2941176470588,70.5882352941177,64.7058823529412
"observed","mcdb","1005_jacknife_8",FALSE,3,37,-99,"114",0.297297297297297,0.698132780082988,109,0.134178426213824,-2.26751936250691,0.81063122923588,113,98.2300884955752,96.4601769911504,32.7433628318584,31.858407079646
"observed","mcdb","1005_jacknife_9",FALSE,3,37,-99,"114",0.297297297297297,0.698132780082988,98,0.134178426213824,-2.26751936250691,0.81063122923588,113,98.2300884955752,96.4601769911504,32.7433628318584,31.858407079646
"observed","mcdb","1007_jacknife_1",FALSE,7,36,-99,"1579",0.194444444444444,0.756726457399103,1114,0.133017633017633,0.593580933480245,0.827692307692308,1443,87.9417879417879,81.5661815661816,33.6798336798337,33.6105336105336
"observed","mcdb","1007_jacknife_10",FALSE,5,36,-99,"748",0.194444444444444,0.772423025435074,634,0.133123689727463,0.42197059311339,0.819863842973087,742,87.6010781671159,81.6711590296496,37.6010781671159,37.466307277628
"observed","mcdb","1007_jacknife_2",FALSE,5,36,-99,"748",0.194444444444444,0.788639365918098,504,0.135369871218928,0.34932194839815,0.824560736867704,742,86.9272237196765,79.3800539083558,42.3180592991914,42.1832884097035
"observed","mcdb","1007_jacknife_3",FALSE,6,36,-99,"1206",0.277777777777778,0.644808743169399,742,0.134903486027082,-Inf,0.821428571428571,1157,96.542783059637,94.1227312013829,19.9654278305964,19.8789974070873
