"s0","n0","source","dat","site","singletons","n_comparisons","mean_r2","mean_r2_log","mean_cd","mean_prop_off","mean_div"
35,9565,"sampled","portal_plants","2004_summer",FALSE,4000,0.865682660565042,0.882232086939477,0.914983990681469,0.0975036069001568,0.0342101409505013
32,12762,"sampled","portal_plants","2005_summer",FALSE,4000,0.858607441978437,0.874294824382692,0.91231108250439,0.100232976806143,0.03588607225214
34,6472,"sampled","portal_plants","2006_summer",FALSE,4000,0.859359390161047,0.879214726563053,0.913414776759268,0.0998721029048208,0.0360233351860184
35,8611,"sampled","portal_plants","2007_summer",FALSE,4000,0.860758787145916,0.88233491364606,0.914775798586872,0.0982040703751016,0.0345275560271647
28,16033,"sampled","portal_plants","2008_summer",FALSE,3998,0.849645222032173,0.86220648490775,0.909394298542081,0.104591652153651,0.0392899765869223
1,2,"sampled","portal_plants","2009_summer",FALSE,1,NA,NA,NA,NA,NA
27,1807,"sampled","portal_plants","2011_summer",FALSE,3997,0.821527132829917,0.850518678196661,0.895398745873443,0.116399280644767,0.0481554728913743
4,1023,"sampled","portal_plants","2012_summer",FALSE,4000,0.661253581457259,0.578300106539017,0.821981339771927,0.182148582600196,0.120338773151825
3,119,"sampled","portal_plants","2013_summer",FALSE,3991,0.654187568296276,0.532708823480001,0.832205711225339,0.182498857723997,0.123040988171274
35,15389,"sampled","portal_plants","2014_summer",FALSE,3999,0.867688021233919,0.88097882904552,0.915204228661563,0.0971273749622018,0.0338657025368094
32,22814,"sampled","portal_plants","2015_summer",FALSE,4000,0.856478916250982,0.873135401132691,0.91046084088527,0.100041531515736,0.035862558380146
27,2917,"sampled","portal_plants","2016_summer",FALSE,4000,0.83446120841283,0.855508882273925,0.899120190723274,0.112241086732945,0.0445421355845317
38,10530,"sampled","portal_plants","2017_summer",FALSE,4000,0.869610303075761,0.887874545768021,0.918869375609392,0.0958983618233618,0.0330160054833996
14,246,"sampled","portal_plants","2018_summer",FALSE,3998,0.728511393265299,0.758006479030784,0.851805118000171,0.153488329530619,0.0816350013194233
9,677,"sampled","portal_plants","2019_summer",FALSE,3998,0.713527398150995,0.724690723757333,0.844376612009681,0.158895917678189,0.0886344835978697
24,21801,"sampled","portal_plants","1983_winter",FALSE,4000,0.833914118414909,0.84864969632193,0.899467636961513,0.111192548506949,0.043979198044827
24,16158,"sampled","portal_plants","1985_winter",FALSE,4000,0.819609866117486,0.848137109256589,0.896020826445844,0.113701061393737,0.04565924398994
25,6833,"sampled","portal_plants","1986_winter",FALSE,3999,0.835798053962784,0.851337869306411,0.900174486434698,0.111846745529497,0.0441866128602007
26,10065,"sampled","portal_plants","1988_winter",FALSE,4000,0.834652835409233,0.855025609633221,0.89814655747647,0.109833681073025,0.042648869308729
16,451,"sampled","portal_plants","1990_winter",FALSE,3999,0.757653861065807,0.787228790293325,0.863644113245867,0.142708071696416,0.071052051943493
35,1946,"sampled","portal_plants","1991_winter",FALSE,3999,0.852159515041972,0.871737528535886,0.908571063271833,0.107010051587923,0.0409574844062183
30,4775,"sampled","portal_plants","1994_winter",FALSE,3997,0.851444727560607,0.863907287761657,0.910171851818452,0.104923299804696,0.0394330952846554
38,12497,"sampled","portal_plants","1995_winter",FALSE,3999,0.87509213371817,0.888033647812784,0.919128048441669,0.0938667690848454,0.0314883686990917
3,34,"sampled","portal_plants","1996_winter",FALSE,2674,0.625033468044971,0.51927944817061,0.817749536055062,0.186600818337806,0.123881267531268
41,7761,"sampled","portal_plants","1997_winter",FALSE,4000,0.871358446821394,0.892683745857767,0.918813268356945,0.0941000837520938,0.0321122800453201
35,4708,"sampled","portal_plants","1998_winter",FALSE,3999,0.858759089056375,0.88119634673994,0.911625268701193,0.101135681116541,0.0364190519876781
7,215,"sampled","portal_plants","1999_winter",FALSE,3999,0.669276711388409,0.67274682110532,0.825146496971055,0.173059543955756,0.104714787047729
2,12,"sampled","portal_plants","2000_winter",FALSE,15,0.47462962962963,0.331180889659292,0.666666666666667,0.194444444444444,0.117059410904649
37,5130,"sampled","portal_plants","2001_winter",FALSE,4000,0.866302464164105,0.885146063700242,0.917060446194364,0.0978959064327485,0.0344209682178663
15,2125,"sampled","portal_plants","2002_winter",FALSE,3997,0.780561184132822,0.793527992166556,0.875676685896809,0.134234793742366,0.0642108144577146
17,4675,"sampled","portal_plants","2003_winter",FALSE,3999,0.790411859198557,0.808736616762615,0.880779748930679,0.127538462155646,0.0578746544235571
34,5853,"sampled","portal_plants","2004_winter",FALSE,3999,0.855926397230198,0.878778613289844,0.911502334969043,0.101389861389831,0.0369031760561485
36,13098,"sampled","portal_plants","2005_winter",FALSE,3999,0.865161286962955,0.884474358417989,0.916157813151127,0.0961302128860968,0.0332181950550983
7,2594,"sampled","portal_plants","2006_winter",FALSE,4000,0.692970166384658,0.677411200213991,0.832874721055326,0.16690198535081,0.0995250646684201
30,4059,"sampled","portal_plants","2007_winter",FALSE,3998,0.84599204192094,0.871563646751812,0.905439555707906,0.10600545406973,0.0398230327150116
24,3787,"sampled","portal_plants","2008_winter",FALSE,3999,0.827980253543191,0.84645606391537,0.897988539630564,0.114492710846051,0.046670981883389
3,5,"sampled","portal_plants","2009_winter",FALSE,1,0.25,0.198572198889152,0.25,0.2,0.104649628752909
4,443,"sampled","portal_plants","2011_winter",FALSE,3999,0.658036171821366,0.571236515945017,0.818376568724417,0.182467174355666,0.121604104591945
26,4370,"sampled","portal_plants","2012_winter",FALSE,3998,0.839803167081188,0.856476120340868,0.900115800590353,0.110474001302711,0.0435456412849662
13,238,"sampled","portal_plants","2013_winter",FALSE,4000,0.703978697224089,0.751722503929622,0.84565064406903,0.15659243697479,0.0854532146693738
29,2609,"sampled","portal_plants","2014_winter",FALSE,3996,0.834941706063765,0.862687900271639,0.901302675147957,0.110468843699967,0.043827785192354
39,1904,"sampled","portal_plants","2015_winter",FALSE,4000,0.850641589075357,0.872360688443582,0.91025937581162,0.105851365546218,0.0403289670627257
21,260,"sampled","portal_plants","2016_winter",FALSE,4000,0.746115034621208,0.771961258587765,0.862641531306929,0.146973076923077,0.0768564569843161
32,3052,"sampled","portal_plants","2017_winter",FALSE,3999,0.852084687121395,0.872113206462052,0.909456819303368,0.104762674941343,0.0394517742867943
18,997,"sampled","portal_plants","2018_winter",FALSE,3997,0.784898757333253,0.814736065250336,0.877523440410535,0.131203718736896,0.0605035347525117
31,6490,"sampled","portal_plants","2019_winter",FALSE,3999,0.852165806159886,0.873960976610767,0.908621054069007,0.103846762923396,0.0382656642147127
