"sim","source","dat","site","singletons","s0","n0","nparts","skew","shannon","simpson","nsingletons","prop_off_actual","skew_percentile","shannon_percentile","simpson_percentile","skew_percentile_excl","simpson_percentile_excl","nsingletons_percentile","nsingletons_percentile_excl","nsingletons_mean","nsingletons_95","nsingeltons_median","mean_prop_off_actual","prop_off_actual_2p5","prop_off_actual_97p5","prop_off_actual_5","prop_off_actual_95","prop_off_sim_95","mean_prop_off_sim","prop_off_sim_95_1t"
2538,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.203645373062218,2.39784243131592,0.898882992553865,0,0.0990752972258917,5.9,97.55,97.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2539,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.357376034796131,2.33920294514858,0.89360944701064,0,0.136063408190225,10.575,90.025,94.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2540,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.674946447500629,2.26510263134086,0.87366699880813,0,0.100396301188904,29.3,72.025,67.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2541,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",1.41374937268304,2.11949526573426,0.843756816607306,0,0.108322324966975,76.525,30.05,27.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2542,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",1.35115502852524,2.22043221470657,0.85937851736937,0,0.0885072655217966,73.325,58.275,45.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2543,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.401951732433414,2.14207526316512,0.862400946515917,0,0.136063408190225,12.625,35.575,49.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2544,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.546325819920819,2.37582555213886,0.894604126348707,0,0.0726552179656539,20.15,96,95.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2545,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",1.53767844448332,2.13832139780055,0.841812829269399,0,0.108322324966975,82.125,34.75,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2546,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",0.639888237432739,2.21929903716796,0.869356721676506,0,0.0898282694848085,27,58.05,60.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2547,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",2.34676889529961,1.98765811047951,0.786780886102236,0,0.221928665785997,98.575,9.75,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,"sampled","misc_abund_short","22",FALSE,13,757,"19519405997274789",1.22353906345878,2.01113012921302,0.82276384741968,0,0.173051519154557,66.75,12.175,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
