"source","dat","site","singletons","s0","n0","sim","nparts","real_po","real_r2","best_po_sim","sim_pos_from_best","sim_r2_from_best","ncomparisons","real_po_percentile","real_po_percentile_excl","real_r2_percentile","real_r2_percentile_excl"
"observed","mcdb","1605",TRUE,8,18,-99,"40",0.111111111111111,0.843137254901961,19,0.126780626780627,0.284911656726388,39,58.974358974359,20.5128205128205,71.7948717948718,69.2307692307692
"observed","mcdb","1606",TRUE,10,54,-99,"29292",0.166666666666667,0.886899151743638,2520,0.130230525510762,0.69639136039837,3729,83.3467417538214,74.3631000268168,63.716814159292,63.6899973183159
"observed","mcdb","1607",TRUE,11,17,-99,"11",0,1,-99,0.0882352941176471,0.46792315537388,10,10,0,100,90
"observed","mcdb","1608",TRUE,11,23,-99,"76",0.0869565217391304,0.902222222222222,76,0.116521739130435,0.249571507097899,75,53.3333333333333,18.6666666666667,81.3333333333333,78.6666666666667
"observed","mcdb","1609",TRUE,6,35,-99,"1057",0.0857142857142857,0.935914552736983,159,0.13464251140921,0.54091647037679,1033,32.3330106485963,12.7783155856728,88.7705711519845,88.3833494675702
"observed","mcdb","1610",TRUE,17,24,-99,"15",0.0416666666666667,0.858333333333333,2,0.0744047619047619,0.448610881169099,14,50,0,64.2857142857143,57.1428571428571
"observed","mcdb","1611",TRUE,11,65,-99,"131970",0.0307692307692308,0.984550561797753,2481,0.127359762411833,0.750797164001057,3937,0.584201168402337,0.0508001016002032,99.8983997967996,99.8983997967996
"observed","mcdb","1612",TRUE,16,28,-99,"77",0.107142857142857,0.859649122807018,67,0.0977443609022556,0.513202896553748,76,73.6842105263158,52.6315789473684,61.8421052631579,60.5263157894737
"observed","mcdb","1613",TRUE,26,26,-99,"1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"observed","mcdb","1614",TRUE,16,53,-99,"18928",0.113207547169811,0.87601268052131,3308,0.128626212258869,0.688378806356086,3572,50.2239641657335,33.2306830907055,64.9776035834266,64.9216125419933
"observed","mcdb","1615",TRUE,8,32,-99,"919",0.3125,0.601307189542484,447,0.133835258525853,-Inf,909,98.6798679867987,97.5797579757976,18.9218921892189,18.8118811881188
"observed","mcdb","1616",TRUE,6,44,-99,"3009",0.25,0.738532110091743,36,0.133803696303696,0.542740922485772,2184,96.7490842490842,95.0091575091575,31.6849816849817,31.6391941391941
"observed","mcdb","1617",TRUE,3,436,-99,"15841",0.0596330275229358,0.962621920617949,1356,0.134146725937135,-1.17102010599518,3492,13.545246277205,12.5429553264605,88.7457044673539,88.7457044673539
"observed","mcdb","1618",TRUE,3,443,-99,"16354",0.169300225733634,0.455857718216488,2184,0.133830248052865,-1.00914819935035,3553,72.7272727272727,71.742189698846,20.0956937799043,20.0956937799043
